QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Difficulty	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	QuestValueStr1	QuestValueStr2	QuestValueStr3	QuestValueStr4	QuestValueStr5	QuestValueStr6	QuestValueStr7	QuestValueStr8	IsUseScriptedItem	QuestFinishedObjective	QuestFailedObjective
70	罗氏双煞	<G>万花谷入口处的李东流让你去凌云梯下面出口附近找到罗文龙。	<G>本来应该带你去面见裴师兄，但是现在有件棘手的事情很难处理，不知道你能不能帮下忙。\n<H28><G><F173 罗氏双煞>，老大<F173 罗文龙>，老二<F173 罗霄虎>，据说也是西南一带黑道中响当当的角色，现下中了毒，跑来我谷中求医。二人狡猾得很，居然趁我不备溜入谷中。\n<H28><G><N>，我这里事务繁多，正好你来了，帮我去<F173 凌云梯附近>找到这两个家伙，叫他们速速离开万花谷。\n<H28><G>他们中的毒，外人也许觉得厉害，但在我万花人眼中不过尔尔，只是他们心存狡诈，恐怕医好他们将来还会继续为害江湖。休得让他们过去，徒自扰了师兄清静。	<G><F174 李东流正忙着打发求医的病人。>	<G>水……水……	<G>这位万花的<C>，行行好，救我一命啊？																				0		
71	江湖险恶	<G>查看凌云梯下的罗文龙所给的书信，向他问明情由。	<G><F174 罗文龙面色十分焦黄，看起来像不行了。>\n<H28><G>我中了唐门的毒镖，眼见就活不成了。可是裴神医始终不肯医治，把我们赶了出来。唉，他号称“活人不医”说是我们中的毒不够厉害，不给医治。我看少侠初入江湖，定然有所不知，我兄弟早已改过自新，不再做黑道的买卖。如今这一趟，本是帮少林高僧护送一件宝物回少林，不想却遭宵小暗算。裴神医不救我，估计我很难活着走出这万花谷了。\n<H28><G>此宝物乃武林至宝，我是不行了，少侠能替我将此物送回少林吗？少侠若信不过我，有少林方丈<F171 玄正大师的亲笔书信>在此，少侠<F171 看过>便知！	<G>我死无所谓，只愿能完成玄正大师所托。	<G>我死无所谓，只愿能完成玄正大师所托。	<G>哈哈哈，你看了吗？可曾觉得身体有些异样？												看信								1	禀告此事	
72	驱毒灵药	<G>在落星湖里采集<F171 青鱼石之粉>，之后用裴元给你的<F171 凝露水>调和成<F171 青鱼丹>，<F173 然后自行服下>，解除体内之毒。	<G>呵呵，雕虫小技他们也当做是家传宝贝。不过你既是远道而来的，自然不能让你着了这种人的道。他这种毒根本不用我来医治，你只需自己在这谷中采几味药，就可以做出解药了。\n<H28><G>我万花谷中珍贵药材甚多，有一种奇异的石头唤作<F171 青鱼石>，只要从上面磨一些<F171 青鱼石粉>，再用<F171 凝露水>调成<F171 青鱼丹>便可解除此毒。\n<H28><G>青鱼石乃万花谷<F173 落星湖水中>特有，不过你身上有毒，最好抓紧时间，赶在毒发之前做出解药。等你驱除了体内之毒，再来找我吧！那两个歹人，休要再去理会。	<G>做出青鱼丹了吗？	<G>拿到解药了么？	<G>呵呵，看来你解除所中之毒了啊！												使用青鱼丹解毒								1		
73	中计	<G>凌云梯下的罗文龙陷害与你，速去落星湖找裴元求救。	<G>哈哈，你果然是个雏鸟。罗氏双煞多响亮的名头，怎么可能转了白道。那封信上涂着我的独门毒药，罗氏七煞散。中毒者初时只是略感疲劳，一个时辰之后，必定七孔流血而亡。此毒除我独门解药以外，绝无可解，你现在就和死人没什么区别了。\n<H28><G>想活命的话很简单，你去找<F173 裴元><F171 要我身上之毒的解药>，<F171 回来换我的独门解药>。他就在<F173 前面不远处的那个小岛上>，不管你用什么方法都好，只要换不到我的解药，你就变成个真死人再去找他医吧。哈哈哈哈！！	<G>还没取到解药吗？那只能怪你自己命不好了。	<G>哼，雕虫小技也敢夸口说天下无人能解！	<G>哼，雕虫小技也敢夸口说天下无人能解！																				0		
74	石场收矿	<G>向正在采矿的囚徒收取上品铁矿石，并挖掘上品铜矿石，之后将它们给麾风哨塔西北高墙外的傅斩风。	<G><F174 傅斩风连连摇头。>\n<H28><G>这些恶人囚犯即使采矿也并不安分，交上来的矿石常常很少，需要有人去催促，似乎许多都被他们丢掉了，若是无人督促，每日的收成不免少上许多。\n<H28><G><N>，这般刁钻的囚犯甚为少见，你可要去见识一番？若是想，现在便去<F173 东边的断罪石场>吧。今日找那些<F173 采矿的囚犯>收<F171 上品的铁矿>的任务便交给你了！哦，还有<F171 铜矿>，这个就比较麻烦了，还要有劳<N>你亲自去挖了，一定要确保数量足够啊。	<G>你亲自去了，方才知道那些囚犯有多么刁钻。	<G>你亲自去了，方才知道那些囚犯有多么刁钻。	<G>如何，有多少不安分的，定然都死在你的手上了吧？\n<H28><G><F174 傅斩风似乎对你的遭遇了然于心。>		0					0													0	将矿石交给傅斩风。	
75	医鹿	<G>落星湖的裴元让你前去落星湖南面的花海中解救两只中毒的仙鹿，两只生病的麋鹿。	<G>着实奇怪！近日<F173 落星湖南边的花海之内>好多鹿都莫名其妙中了毒，原本壮实的麋鹿也渐显萎靡。\n<H28><G>万花境内都是净土，绝无半点异物，怎会如此？\n<H28><G>哦，我已配成解毒医病之药，<F171 黑色药丸>用以解毒，你拿这种药丸救治两只<F172 中毒的仙鹿>，两只<F172 生病的麋鹿>，也算对你的考试。\n<H28><G>我还要去查中毒之因，如有异状速来报我。	<G>用药之时需得细心体察，切忌盲目投药。	<G>用药之时需得细心体察，切忌盲目投药。	<G>做得很好！好像不少花草也中了毒，看样子定是谷中有人捣鬼。												已治疗中毒的仙鹿	已治疗生病的麋鹿							1	回禀此事。	
76	拜师	<G>前往三星望月第一个高台上的药王阁，向孙思邈敬茶。	<G>万花谷中，琴、棋、书、画、工、花、医并称七圣，各有所长。恩师<F173 孙思邈>便是其中的医圣，江湖人称药王。他老人家年过百岁，医人无数。\n<H28><G>你若有心求教，可向祖师敬茶，他老人家现在<F173 药王阁>居住，沿着<F173 西南方的石桥>前去，不久便可以看到书有“万花谷”三字的石碑，从石碑旁的万花山门上行，便可到达三星望月区域。\n<H28><G><F173 三星望月>是由三个高台组成的宏伟建筑，高台之上各自建有赏星居，觅星殿，摘星楼三座楼阁，对于陌生人来说，那里并非很容易寻找，<F173 赏星居>就位于<F173 第一个高台之上>。\n<H28><G>（<F171 我身旁的万花接引人可以直接送你到三星望月，你不妨去找找他，省些跑路的时间。>）	<G>恩师便住在赏星居中，三星望月的第一个高台之上。	<G>东流已将你所经历之事禀明，所谓医者当有父母之心，有如此仁心，看来我门中又有佳徒传承了！不过你要下定决心，武林之中，叛门出教乃是大忌，入我万花谷，不可再学其他门派武学，你若是心意已定，便行拜师之礼吧。	<G>所谓医者，当有父母之心，你有如此仁心，看来我门中又有佳徒传承了！\n<H28><G>武林之中，叛门出教乃是大忌，一旦入我万花谷，不可再学其他门派武学！\n<H28><G>万花弟子皆医术高明，武学则以点穴为主。然万花谷中，异人颇多，各类才艺包罗万象，你需用心多加钻研，将来行走江湖大有用处！																				0		
77	落星宇晴	<G>赏星居的孙思邈让你回去落星湖看看宇晴有无需要帮忙之处。	<G>本该这就让你拜见东方谷主，只是最近万花谷中将有一场大喜事，他如今却是未必有空见你。<F173 宇晴>正在<F173 落星湖>为这喜事忙的不亦乐乎。这次万花谷中的来客着实不少，那里人手不多。你随裴元学医之余，也<F171 去帮帮她的忙>吧。	<G>晴儿在落星湖，你可去那寻她。万花许久未曾如此热闹了。你不记得落星湖在哪里么？你刚从那里过来。		<G><F174 宇晴见你前来帮忙，很是高兴。>\n<H28><G>是孙爷爷叫你来帮手么，我可要多谢了！																				0		
78	佳朋远来	<G>落星湖的宇晴让你去找附近的名厨王知味，请他做一道南疆名菜肴——飞龙卧雪。	<G>呦呦鹿鸣，食野之萍。我有嘉宾，鼓瑟吹笙……\n<H28><G><N>，蓬莱岛的方鹤影叔叔从东海远来万花谷，专为解开爹爹和碧玲阿姨的误会，爹爹欣喜不已，摆下万花大宴，希望能与碧玲阿姨重归于好。\n<H28><G>他已然许久未曾这般快活，旁人都道万花谷主惊才绝艳，风光无限，却不知他其实是个非常寂寞的人。\n<G>我瞧方叔叔来后，爹爹身心舒展，我也需备些玩意儿让他高兴一下。\n<H28><G>我在南疆时，曾品尝过一道飞龙卧雪的名菜，非常好吃，谷中厨子<F173 王知味>伯伯昔日曾到各地学艺，<F171 帮我问问他会不会做这道菜>。他是一位胖胖的伯伯，就在<F173 附近>。	<G>王伯伯厨艺高超定能做出飞龙卧雪来！	<G>烤鸡翅膀啊，我最爱吃，甚么世间美味都比不上这个啊！哈哈。	<G>宇晴这小妮子不好好养花，倒要学起做菜来了？\n<H28><G><F174 王知味听你说了菜名儿，有些为难。>\n<H28><G>飞龙卧雪？我虽是一等一的大厨，但这菜在南疆乃是宫廷秘传，我老王听便听过，从未亲手烹制过。\n<G>不过世间哪有我王知味做不出菜肴！看你游手好闲，先去帮我取些食材来吧。																				0	落星湖的宇晴让你去找附近的名厨王知味，请他做一道南疆名菜肴——飞龙卧雪。	
79	美味佳肴·壹	<G>王知味让你获取一些食材。	<G>据说此菜需要一种名叫猴珍的东西，我想应该就是猴肉吧？在<F173 落星湖西边>的<F173 逍遥林>一带生有一种珍奇的<F172 花猴>，花猴的猴肉就是<F171 猴珍>，记得还有一种食材叫<F171 鹿情>，南疆人就是喜欢起这么古怪的名字，我想应该就是鹿肉，<F173 落星湖南边>的<F173 花海>中，有很多<F172 万花麋鹿>，这最后一味食材叫<F171 狼语>，真让人摸不着头脑，据说狼舌是上好的食材，应该就是说这个吧？<F173 落星湖南边>的<F173 花海>深处，有很多<F172 晴狼>，你去斩几条晴狼舌来，这些家伙很凶猛，你要小心点，别成了人家的食材。\n<G><F174 看他贪婪又残暴的样子，真是不想帮忙。>	<G>要上好的食材，你可别指望糊弄我这火眼金睛！	<G>要上好的食材，你可别弄错了！	<G>怎么看起来奇奇怪怪的？																				0	将食材送回给王知味。	
80	失窃的秘籍	<G>从逍遥林北的灵猴身上寻回九羊神功交给葛晚星。	<G><N>，有个事情需要你去。\n<H28><G>前几日老王，就是那小吃商王知味，弄到了一卷<F171 九羊神功>。王知味以为有了它，成为天下第一大厨便指日可待了！\n<H28><G>但就在昨日，他在<F173 逍遥林>树下打了会儿瞌睡，醒来时竟发现秘籍被盗了！想必是被那顽劣的<F172 灵猴>给偷走了！你若能将它寻回，可以将它交给<F173 湖对岸的><F171 葛晚星>代为保管，免得那懒汉又弄丢了，那些灵猴就在<F173 西北方的逍遥林北，凌云梯的西侧>，入谷之时不知你可曾见过它们。	<G>找回秘籍了么？	<G>找回秘籍了么？	<G>这秘籍且先放下，我身中毒伤，还需你帮上一帮。																				0	将九羊神功送给葛晚星保管。	
81	鹿情	<G>从万花麋鹿或者万花仙鹿身上取鹿肉给落星湖的王知味。	<G>记得还有一种食材叫鹿情，南疆人就是喜欢起这么古怪的名字，我想应该就是<F171 鹿肉>，<F173 落星湖南边>的<F173 花海>中，有很多<F172 万花麋鹿>和<F172 仙鹿>，你快去取些鹿肉来。	<G>南疆人就喜欢搞这些希奇古怪的东西。	<G>快去快去，是不是想偷懒了？做人要像我一样，勤奋一点。	<G>哈哈，看我大显身手！																				0	把鹿肉带给王知味	
82	狼语	<G>取晴狼狼舌给落星湖的王知味。	<G>这最后一味食材叫狼语，真让人摸不着头脑，据说狼舌是上好的食材，应该就是说这个吧？<F173 落星湖南边的花海深处>，有很多<F172 晴狼>，你去斩几条<F171 晴狼舌>来，这些家伙很凶猛，你要小心点，别成了人家的食材。	<G>南疆人就喜欢搞这些希奇古怪的东西。	<G>快去快去，是不是想偷懒了？做人要像我一样，勤奋一点。	<G>终于大功告成，这就看我施展手段，做成这道天下奇绝的飞龙卧雪。\n<G>你别偷看，我这手艺可不能让你偷学了去！																				0	把晴狼狼舌带给王知味	
83	尴尬的厨师	<G>落星湖的王知味让你去花海的岔路口附近找赵叔源，求他做宫廷秘制的飞龙卧雪。	<G><F174 看着眼前这盘色香味俱无的怪东西，王知味尴尬地捏了把脸上的肥肉。>\n<H28><G>这个……并不是我老王功力不够，而是这南蛮人的菜着实奇怪的很，还是别拿给宇晴看了，免得被她笑话。\n<H28><G>其实我也是最近才听过这道菜，谷中最近来了位叫<F173 赵叔源>的公子，好像和宇晴一样，都是南疆人，那天跟他闲聊，说起了这道飞龙卧雪，他既然能说的出，应该会做吧？你<F171 去他那里碰碰运气>吧。唉，可惜了我的一世英名……\n<H28><G>昨日我还瞧见赵公子在<F173 花海附近>徘徊，好像有啥心事。<F173 过了西南的石桥不远>就可以看到他。	<G>唉，我的一世厨名就这样毁了？	<G>国家残破，山河犹在，只可惜公道在乎实力，不在人心。	<G>飞龙卧雪？猴珍、鹿情、狼语，雅致之物，怎能用俗意去解？																				0	落星湖的王知味让你去花海的岔路口附近找赵叔源，求他做宫廷秘制的飞龙卧雪。	
84	美味佳肴·贰	<G>取得仙鹿茸，朱丹果，夜狼心交给落星湖小岛上的宇晴。	<G>鹿之情，不同于人之情，人之情出于心，发于颜，而鹿之情却是流露在鹿茸间的！在我们南疆有个传说，鹿茸会随着它的情绪而变换颜色，喜则鲜艳，郁则灰暗，故飞龙卧雪所言之鹿情乃是<F171 仙鹿茸>，<F172 万花仙鹿>身上即可取到，万花仙鹿聚集在<F173 落星湖南边的花海中>。取了鹿茸后尽快交给我，若要做出佳肴，鹿茸越新鲜越好。\n<H28><G><F173 花海的东面深处>，有一种奇特的猴子，名唤<F172 影猴>。这些猴子身上，还有在这些猴子的栖息之地，都藏着很多这样的果实，叫做<F171 朱丹果>，快去取些回来吧。\n<H28><G>狼语者，不是狼舌而是狼心，狼不是人，狼舌并不能言，狼语都是由狼心最深处发出的。在<F173 落星湖南边>的花海深处有一种<F172 夜狼>，<F172 夜狼心>带有剧毒，生食必死，不过我南疆有秘法可去除毒质，烹制享用，你尽可取来，夜狼凶猛，务必小心。	<G>既然不忘，为什么又不随我而去呢？复国是空……	<G>切记！食材要交给我小心处理，不可贪食。	<G>怪不得宇晴……唉……																				0	将取得的食材交给宇晴。	
