id	content
75	\n山南东道：\n\n　　山南东道湖泊极多，地势西高东低，以山地丘陵为主。水上运输发达。农业主要种植粮、棉、油料作物，盛产淡水鱼、莲藕、水禽。土特产有红菜苔、武昌鱼、月湖藕、麻烘糕、孝感麻糖、江陵无铅松花皮蛋、绿松石制品、淡水贝雕等。西北部是神农架森林。
76	\n山南西道：\n\n　　地形以丘陵山地为主，山陵水秀。多森林覆盖。环境优美。盛产水稻、油菜、甘蔗、桑蚕、茶叶、油桐。蜀中的工艺品：蜀锦、蜀绣、竹编等全国闻名。小吃有豆瓣酱、赖汤圆等。川菜则是我国八大菜系之一。
77	\n陇右道——上：\n\n　　歌舞之乡、瓜果之乡、宝石之乡、地毯之乡的美誉明扬全国；也不仅因为她地处亚欧腹心，丝绸之路的要冲。维吾尔、哈萨克、柯尔克孜、乌孜别克、锡伯、蒙古等众多民族合成丰富多彩、千姿百态的奇风异俗；以荒漠绿洲、戈壁草原、雪峰湖泊、冰川河流等绮丽多姿的自然风光等构成得天独厚、神奇无比的景象。
78	\n陇右道——下：\n\n　　陇右最北部为阿尔泰山，中部为天山，最南部为昆仑山系。阿尔泰山和天山之间为准噶尔盆地，天山和昆仑山系之间为塔里木盆地。因此它的地形特点是三山夹二盆。沙漠多。这里有个神秘的地方叫罗布泊，本是个湖，养育了一片绿洲，周围是沙漠包围，奇就奇在人们常常不能准确知道它的所在地，很多人失踪在里面。
79	\n淮南道：\n\n　　地形有丘陵、山地、平原。森林覆盖面积大，是阔叶林。淮南有著名的扬子鳄、娃娃鱼。生产茶叶，主要的品种有：茶叶中的黄山毛峰、太平猴魁、祁门红、六安瓜片。文房四宝宣纸、徽墨、宣笔、歙砚以及芜湖铁画、徽州木雕等名扬四海。
80	\n江南东道：\n\n　　以平原、丘陵为主要地形，山明水秀。是重要的农业基地，被誉为“鱼米之乡”。盛产稻、麦、棉、油菜籽、猪、禽、淡水鱼虾、茶叶黄麻、桑蚕等。那里的丝绸更是世界闻名。诗人、书画家辈出。
81	\n江南西道：\n\n　　地形以山地丘陵为主，也是鱼米之乡，盛产大米、淡水产品。有岳阳楼、滕王阁两大名楼。这里风景秀丽，人杰地灵。著名的武凌园也在这里。\n\n黔中道：\n\n　　以盆地、山地为主。其中地势西高东低。山林资源丰富，有“宜林山国”之称。盛产优质杉木，有野生刺梨、猕猴桃等，药用植物品种丰富，天麻、杜仲、黄连、石斛、吴茱萸为五大名贵药材。珍贵动物有黔金丝猴、大鲵等。南部民族风情浓厚。
82	\n剑南道：\n\n　　地形主要是高原和山地。因为山地居多，所以地势险恶，故有“蜀道难，难于上青天”之说。一直是抵御吐蕃的军事要地。\n　　剑南地有巍巍群山，也有潺潺小溪，更有奔流的大江。各种植物、花卉分布甚广。特别是南部，资源更是丰富，素有“植物王国”、“天然花园”、“香料之乡”、“药物宝库”等美誉。茂密的植物资源，为野生动物栖息繁衍提供了条件。这里风景美不胜收。这里还汇集了许多少数民族，都有各自的特色，几分神秘，几分美丽。
83	\n岭南道：\n\n　　岭南道地形以山地为主，石山居多。水果非常多，盛产甘蔗。有名的是岭南的荔枝、芒果。岭南西部，有和很多少数民族，主要是壮族、苗族。壮族有传统的对山歌。苗族的苗寨以及他们的歌舞都非常有名。
84	\n吐蕃：\n\n　　地形主要是高原也有大的山脉，特别是西部有喜马拉雅山脉。北边是昆仑山作为交接处。吐蕃的马匹、牛羊、麝香是很出名的，常常向中土输出，同时他们也需要中土的茶叶、丝绸等。吐蕃人大都骁勇善战。其宗教气氛浓厚，有自己突出的民族文化。因为是高原，所以天空特别蓝，山顶常常有积雪或者云雾迷漫。湖泊、河流都清澈无比，山泉特别干净清甜。因为是高原，日照强烈，所以那里的人肤色较黑。
85	剑篇\n【龙剑】\n　　晋库走龙剑，吴室荡燕雏。翠帷双卷出\n　　顷城，龙剑破匣双月明。\n【照胆】\n　　武丁在位五十九年，以元年岁次午铸一\n　　剑，长三尺，铭曰「照胆」，古文篆书\n　　。\n【金剑】\n　　章帝建初八年，铸金剑令投于伊水中，\n　　以压人膝之怪。\n【王氏剑】\n　　王氏剑，天下利器也。\n【大剑】\n　　周太祖出镇魏州，弘肇议带枢密以行，\n　　苏逢吉场邻以为不可，弘肇恨之，明日\n　　会饮窦贞固第，弘肇曰：『安朝庭定祸\n　　乱，直须长剑大剑，若毛锥子安足用哉\n　　。』
86	\n【隋刃】\n　　亦名浪剑。剑身用毒药炼铸，伤人即死\n　　。隋刃，铸时以毒药并冶，取迎曜如星\n　　者，凡十年用成，淬以马血，以金犀饰\n　　镡首，伤人即死。浪人所铸故亦名浪剑\n　　。\n【浪人剑】\n　　为浪人所铸。贞观元十年九月辛卯，南\n　　诏献锋槊、浪人剑。亦名『浪剑』。\n【疥痨宾】\n　　古代剑名。\n【青霜】\n　　古代名剑。此剑之剑光青凛若霜雪，故\n　　名。\n【鸦九剑】\n　　剑师张鸦九所造之剑。欧治子死千年后\n　　，精灵暗授张鸦九，鸦九铸剑吴山中，\n　　天与日时神借功。
87	\n【灵宝剑】\n　　钱塘闻人绍，一剑削十大钉皆截，剑无\n　　纤迹；用力屈之如钩，纵之铿锵有声，\n　　复直如弦。古之所谓灵宝剑也。\n\n【裴旻剑】\n　　利剑。\n\n【破山剑】\n　　古名剑。有农夫耕地得剑，磨洗适市，\n　　值贾胡售以百千，未可，至百万，约来\n　　日取之。夜归语妻子，此何异而价至。\n　　是庭中有石，偶以剑指之，立碎。诘旦\n　　，胡人载镪呈，则叹叱曰：剑光已尽，\n　　不复买。农夫苦问之。曰：是破山剑，\n　　唯一可用，吾欲持之破宝山耳。\n\n【青蛇】古剑名。
88	\n\n\n【火精】\n　　古名剑。有山，方数百里，出神铁。其　　山有瘅毒，不可轻为采取。若中国之君　　有道，神铁则自流炼之为剑，必多灵异　　。其剑之光如电，切金如泥。以朽磨之　　，则生烟焰；以金石击之，则火光流起　　。\n\n【折铁宝剑】\n　　古名剑。状似刀，仅一侧有刃，另一侧　　是背，上有一窄凹槽。剑身中间印有宽　　凹槽，长三尺四寸三分，重一斤四两。　　状极古雅，有刚柔力，能弯曲自如。单　　双手持之，无往不利。
89	\n\n\n\n【干将】\n\n　　古名剑。干将，本人名，相传他与其妻　　莫邪铸有名剑二枚，因以名其剑。《吴　　越春秋。阖闾内传》：『请干将作名剑　　二枝。干将者，吴人也；莫邪，干将之　　妻也。干将作剑，金铁之精不流，于是　　干将夫妻，乃断发剪爪，投于炉中，金　　铁乃濡，遂以成剑，阳曰干将，阴曰莫　　邪。』一说干将、莫邪铸剑，铁汁不流　　，莫邪投身于炉而成剑。
90	\n\n【莫邪】\n\n　　古宝剑名。或作『镆邪』、『镆铘』、\n　　『莫铘』。吴王阖闾使干将铸剑，铁汁\n　　不流。干将妻莫邪问该如何办，干将说\n　　：从前先师欧冶子铸剑时，曾以女子配\n　　炉神，即得。莫邪闻言即投身炉中，铁\n　　汁出，铸成二剑。雄剑叫“干将”，雌\n　　剑叫『莫邪』。\n\n【墨阳】\n　　古名剑。\n　　下落不明……
91	\n\n\n【龙渊】\n\n\n　　古宝剑名。相传春秋时楚王令欧冶子、\n　　干将师徒铸铁剑。欧冶子、干将作成铁\n　　剑三支：一名龙渊、二名太阿、三名工\n　　布，献给楚王。楚王见后非常高兴，问\n　　道：『何谓龙渊、太阿、工布？』答曰\n　　：『欲知龙渊，观其状，如登高山，临\n　　深渊；欲知太阿，观其纹，巍巍翼翼，\n　　如流水之波；欲知工布，纹从文起，至\n　　脊而止，如珠不可衽，文若流水不绝。
92	\n\n\n【太阿】\n　　古代宝剑名。相传为欧冶子、干将所铸\n　　。也作“泰阿”。《战国策—韩策一》\n　　：『韩卒之剑戟，龙渊、太阿，皆陆断\n　　马牛，水击鹄雁』。《史记—李斯列传\n　　》：『服大阿之剑，乘纤离之马』。\n\n\n【胜邪】\n　　春秋时期越国冶师欧冶子所铸五大名剑\n　　之一。工布：古名剑。《欧冶子，干将\n　　凿茨山，汇其溪，取铁英，作为铁剑三\n　　枚：一曰龙渊，二曰泰阿，三曰工布。
93	\n\n磐郢：\n　　古名剑。吴王得越所献宝剑三枚。一曰\n　　鱼肠，二曰磐郢，三曰湛泸。一作『豪\n　　曹』。\n湛卢：\n　　古代宝剑名。相传为春秋时人欧冶子所\n　　铸。欧冶子乃因天之精神，悉其伎巧，\n　　造为大刑三，小刑二：一曰湛卢，二曰\n　　纯钩，三曰胜邪，四曰鱼肠，五曰巨阙\n　　。吴王阖庐之时，得其胜邪、鱼肠、湛\n　　卢。\n\n　　相传欧冶子所铸五大名剑为三大二小。其大者有湛卢、纯钧、胜邪；其小者有鱼肠、世阙。湛泸宝剑因通体『湛湛然黑色也』而得名。一作『冗卢』。
94	\n【鱼肠】\n　　春秋时期越国冶师欧冶子所铸五大剑之\n　　一。又名『蟠钢』，『松纹』。\n\n【巨阙】\n　　古宝剑名。相传为春秋时人欧冶子所铸\n　　。阖闾之干将、莫邪、巨阙、辟闾，皆\n　　古之良剑也。\n\n【纯钧】\n　　古宝剑名。相传为春秋时人欧冶子所铸\n　　。越王勾践有宝剑五，闻于天下。客有\n　　能相剑者名薛烛，王召而问之，客曰：\n　　扬其华，揪如芙蓉始出，观其纹，烂如\n　　列星之行，观其光，浑浑如水之溢于塘\n　　，观其断，岩岩如琐石，观其才，焕焕\n　　如冰释，此所谓纯钩耶。又名『纯钩』\n　　。
95	\n\n【燕支】\n　　古名剑。断蛇、鱼肠、纯钩、燕支、蔡\n　　愉、属镂、干胜、墨阳，并称名剑。\n【蔡愉】\n　　古名剑。\n【画影】\n　　传说中古代部族首领颛顼所用的宝剑。\n　　颛顼高阳氏有画影剑、空剑。若四方有\n　　兵，此剑飞赴，指其方则克，未用时在\n　　匣中，常如龙虎啸吟。\n【腾空】\n　　传说中古代部族道领颛顼所用的宝剑。\n　　瑞顼高阳氏有画影剑、腾空剑。\n【轩辕剑】\n　　古名剑。轩辕采首山之铜，铸剑，以天\n　　之古字题名。
96	\n\n\n\n【启剑】\n　　古名剑。相传为夏禹之了启在位时所铸。夏禹子帝启在位十年，对庚戍八年铸一铜剑，长三尺九寸，后藏之秦塑山，腹上刻二十八宿，文有背面。面文为星辰，背记山月日月。\n\n【夹剑】\n　　古名剑。传说殷帝孔甲在位时所铸。\n　　孔甲在位三十一年，以九年岁次甲辰，采牛首山铁，铸一剑，铭名曰「夹」，古文篆书，长四尺一雨。
97	\n【太康】\n　　古名剑。以此剑造于殷帝太康在位时\n　　，故名。启子太康在位二十九年，岁\n　　在三月辛卯春，铸一铜剑，上有八方\n　　面，长三尺三寸头，头方。\n【定光】\n　　古剑名。传说殷帝太甲在位时所铸。\n　　殷太甲在位三十二年，以四年岁次甲\n　　子铸一剑，长二尺，文曰『定光』，\n　　古文篆书。\n【含光】\n　　古名剑。春秋时卫人孔周藏有殷代留\n　　下来的三把宝剑：含光、承影、宵练\n　　。\n\n　　　孔周曰：『吾有三剑，惟子所择。一\n　曰含光，视不可见，运之不知其所触，泯\n　然无际，经物而物不觉。』
98	\n\n\n【承影】\n　　　古名剑：为春秋时卫人孔周所藏。\n　　　孔周曰：『吾有三剑，惟子所择。二\n　曰‘承影’，味爽之交，日夕昏有之际，\n　北面察之，淡炎焉若有物存，莫有其状。\n　其触物也，窃然有声，经物而物不见。』\n\n\n【宵练】\n　　　古名剑。为春秋时期卫人孔周所藏。\n　　　孔周曰：『吾有三剑；惟子所择，三\n　曰「宵练」，方昼则见影不见光，方夜则\n　见方而不见形。其触物也，骜然而过，随\n　过随合，觉疾而不血刃焉』。一作「霄练\n　」。
99	\n\n【夏禹剑】\n　　古名剑。传说为夏朝大禹时所铸。夏禹\n　　铸一剑，藏会稽山，腹上刻二十八宿，\n　　文有背面，文为日月星辰，背记山川。\n\n【铜剑】\n　　古剑名。以铜铸成。夏君在位，以庚茂\n　　八铸一铜剑。\n\n【锟鋙】\n　　古名剑。周穆王大征西戎，西戎献锟之\n　　剑，……切玉如泥。亦作昆吾。\n\n【轻吕】\n　　古名剑。武王答拜。先入，适王所，乃\n　　施射之，三发而后下车，而击之以轻吕\n　　，斩之以典钺。
