TabID	Name	Title	Image1	Note1	Image2	Note2	Image3	Note3	Description
227	双份厚礼		ui\Image\Helper\2011春节归客.tga	在活动期间内，只要登陆游戏的角色都将获得“龙年大吉”状态，拥有此状态的侠士只要每日完成“大战！”秘境日常任务，便可至信使处领取一份额外奖励。	ui\Image\Helper\2011春节归客2.tga	同时，每日完成黑龙沼威望日常任务也可在信使处领取额外奖励，并且此奖励赠送的威望、帮贡、侠义值、监本印文均不占周上限。			重奖年后迎归客\n      新年新气象，为了庆贺新年，隐元会特准备了一份丰厚的“龙年大吉”奖励送给各位侠士们，并预祝各位侠士在龙年行大运！\n      活动时间：2012.1.30早7点-2012.2.7早7点。\n      参与条件：20级及以上侠士。\n      提示：“龙年大吉”状态在活动结束后依然有效，并且此状态将持续至2012.2.20日或在20日前将此状态获得的双倍奖励次数使用完毕方才消失。
228	年兽抽奖		ui\Image\Helper\年兽.tga	砸年兽需配备“小银锤”或“小金锤”，小金锤相比砸年兽陶罐的成功几率会大一些。锤子可在主城活动区的节日商人“马莉颖”处购买。	ui\Image\Helper\2011年兽抽奖.tga	迎新春抽大奖，完成主城活动区“金元宝”给予的任务便可获得图中展示的抽奖资格证明。活动期间，每个服务器都有奖金发放给被抽中的幸运侠士。获得资格后，可在第二天7点后在金元宝处领取奖励，24小时内不领取视为放弃，过期不候哦！			      砸年兽规则：砸年兽成功则积分翻倍，失败则积分归零。还可获得各种小彩头。侠士们也可在商人“马莉颖”处购买各种物品来提高成功几率或是减少失败损失积分。\n      积分使用：“叶飘零”处可换取“梅良玉签”，此签是换取各色宝贝的必备之物。\n      迎新春抽大奖活动：春节期间,持有【迎春卡·年兽】的侠士可寻找主城活动区的“金元宝”参加抽奖活动。当日参与抽奖会注册号码，第二天早七点到第三天早七点为开奖领奖时间，侠士可持日期号码符合的卡券，到金元宝处领奖。
229	舞狮家宴		ui\Image\Helper\2011新春家宴.tga	活动期间，帮会侠士可前往帮会领地的食堂内食用美味的“恩荣宴”，使用后，可获得重置“神行千里”调息时间，内力值和气血值上限增加2000点，全属性增加30点的增益效果。食用调息时间为2小时。	ui\Image\Helper\2011新春舞狮.tga	新年期间，帮会侠士可在领地内欣赏到精彩的舞狮表演，对舞狮有兴趣的侠士也可亲自上阵表演一段哦！			帮堂狮舞流水宴\n      春节期间，各大帮会张灯结彩，热闹非凡！帮会家园内不仅仅准备豪华宴席“恩荣宴”供帮会侠士享用，还特地准备了舞狮表演供大家欣赏！五湖四海的帮会侠士不妨齐聚一堂吧，赏狮舞、吃家宴，其乐无穷!同时，帮会领地守卫准备了不少新年红包哦！帮会侠士只要每日前往拜年并送去新年祝福，便可获得啦！每日最多获得5个红包。
230	其他活动		ui\Image\Helper\2011新春物品2.tga	点灯轻许玲珑愿，人心似镜若水长。在年华处用【梅良玉签】购买【许愿笺】，写下新年愿望可随花灯放逐天际。	ui\Image\Helper\2011新春物品.tga	新春之际，送予佳人一颗“真橙之心”，琴瑟和弦，畅舞于天地之间。	ui\Image\Helper\2011春节包装.tga	侠士们可在各大主城活动区的节日商人“年华”处购买任意一个包装礼盒，礼品可在“菜饭”处购买，将礼品包装好后，可通过邮寄和当面交易的形式赠送给好友。真橙之心也可当做礼物包装送给心爱之人哦！拆下的包装礼盒还可卖回商店获得买时差不多的价钱哦！	
231	特色物品		ui\Image\Helper\2011年兽挂件.tga	砸年兽还有机会获得腰部挂件“大福元宝”和背部挂件“金龙跃云”哦！	ui\Image\Helper\2011春节跟宠.tga	为了庆祝即将到来的龙年，江湖上的神秘工匠近日制作出一批灯龙宝宝。侠士们可以通过节日活动获得的【梅良玉签】在各大主城活动区的“马莉颖”处购买【灯龙宝宝】。节日商人“元翔人”处有出售《龙言乱语》，书内详细记载了操作宠物龙的相关指令。			      春节活动除了各种好玩的，好看的以外，还有很多称号和成就。侠士们千万不要错过了哦！！\n      如果侠士们对春节活动中有不明了的地方，可登录官网新春专题进行了解。
232	介绍		ui\Image\Helper\2011新年.tga						江湖闲话辞瑞兔，新春欢庆喜迎龙\n      2012年龙年春节到来之际，春节活动全民乐翻天！宠物翔龙，戒指附魔，新年挂件，压岁大红包等你来拿！神秘宝藏，新春福星等你来寻！更有砸年兽，放花灯等欢乐玩法惊喜呈现！在爆竹声中纵情欢乐，在游戏中亲身体会奇遇，寻福，许愿的喜悦!\n      活动时间：维护后-2012.2.7早7点。\n      参与条件：20级及以上角色。\n      活动奖励：灯龙宝宝、24格包裹、特色挂件、各色烟花、百万金币大奖等你拿。\n      详情请关注官网专题。
233	默认首页								
234	介绍		ui\Image\Helper\2011新年.tga						江湖闲话辞瑞兔，新春欢庆喜迎龙\n      2012年龙年春节到来之际，春节活动全民乐翻天！宠物翔龙，戒指附魔，新年挂件，压岁大红包等你来拿！神秘宝藏，新春福星等你来寻！更有砸年兽，放花灯等欢乐玩法惊喜呈现！在爆竹声中纵情欢乐，在游戏中亲身体会奇遇，寻福，许愿的喜悦!\n      活动时间：维护后-2012.2.7早7点。\n      参与条件：20级及以上角色。\n      活动奖励：灯龙宝宝、24格包裹、特色挂件、各色烟花、百万金币大奖等你拿。\n      详情请关注官网专题。
235	双份厚礼		ui\Image\Helper\2011春节归客.tga	在活动期间内，只要登陆游戏的角色都将获得“龙年大吉”状态，拥有此状态的侠士只要每日完成“大战！”秘境日常任务，便可至信使处领取一份额外奖励。	ui\Image\Helper\2011春节归客2.tga	同时，每日完成黑龙沼威望日常任务也可在信使处领取额外奖励，并且此奖励赠送的威望、帮贡、侠义值、监本印文均不占周上限。			重奖年后迎归客\n      新年新气象，为了庆贺新年，隐元会特准备了一份丰厚的“龙年大吉”奖励送给各位侠士们，并预祝各位侠士在龙年行大运！\n      活动时间：2012.1.30早7点-2012.2.7早7点。\n      参与条件：20级及以上侠士。\n      提示：“龙年大吉”状态在活动结束后依然有效，直到此状态获得的双倍奖励次数使用完毕。
236	年兽抽奖		ui\Image\Helper\年兽.tga	砸年兽需配备“小银锤”或“小金锤”，小金锤相比砸年兽陶罐的成功几率会大一些。锤子可在主城活动区的节日商人“马莉颖”处购买。	ui\Image\Helper\2011年兽抽奖.tga	迎新春抽大奖，完成主城活动区“金元宝”给予的任务便可获得图中展示的抽奖资格证明。活动期间，每个服务器都有奖金发放给被抽中的幸运侠士。获得资格后，可在第二天7点后在金元宝处领取奖励，24小时内不领取视为放弃，过期不候哦！			      砸年兽规则：砸年兽成功则积分翻倍，失败则积分归零。还可获得各种小彩头。侠士们也可在商人“马莉颖”处购买各种物品来提高成功几率或是减少失败损失积分。\n      积分使用：“叶飘零”处可换取“梅良玉签”，此签是换取各色宝贝的必备之物。\n      迎新春抽大奖活动：春节期间,持有【迎春卡·年兽】的侠士可寻找主城活动区的“金元宝”参加抽奖活动。当日参与抽奖会注册号码，第二天早七点到第三天早七点为开奖领奖时间，侠士可持日期号码符合的卡券，到金元宝处领奖。
237	舞狮家宴		ui\Image\Helper\2011新春家宴.tga	活动期间，帮会侠士可前往帮会领地的食堂内食用美味的“恩荣宴”，使用后，可获得重置“神行千里”调息时间，内力值和气血值上限增加2000点，全属性增加30点的增益效果。食用调息时间为2小时。	ui\Image\Helper\2011新春舞狮.tga	新年期间，帮会侠士可在领地内欣赏到精彩的舞狮表演，对舞狮有兴趣的侠士也可亲自上阵表演一段哦！			帮堂狮舞流水宴\n      春节期间，各大帮会张灯结彩，热闹非凡！帮会家园内不仅仅准备豪华宴席“恩荣宴”供帮会侠士享用，还特地准备了舞狮表演供大家欣赏！五湖四海的帮会侠士不妨齐聚一堂吧，赏狮舞、吃家宴，其乐无穷!同时，帮会领地守卫准备了不少新年红包哦！帮会侠士只要每日前往拜年并送去新年祝福，便可获得啦！每日最多获得5个红包。
238	其他活动		ui\Image\Helper\2011新春物品2.tga	点灯轻许玲珑愿，人心似镜若水长。在年华处用【梅良玉签】购买【许愿笺】，写下新年愿望可随花灯放逐天际。	ui\Image\Helper\2011新春物品.tga	新春之际，送予佳人一颗“真橙之心”，琴瑟和弦，畅舞于天地之间。	ui\Image\Helper\2011春节包装.tga	侠士们可在各大主城活动区的节日商人“年华”处购买任意一个包装礼盒，礼品可在“菜饭”处购买，将礼品包装好后，可通过邮寄和当面交易的形式赠送给好友。真橙之心也可当做礼物包装送给心爱之人哦！拆下的包装礼盒还可卖回商店获得买时差不多的价钱哦！	
239	特色物品		ui\Image\Helper\2011年兽挂件.tga	砸年兽还有机会获得腰部挂件“大福元宝”和背部挂件“金龙跃云”哦！	ui\Image\Helper\2011春节跟宠.tga	为了庆祝即将到来的龙年，江湖上的神秘工匠近日制作出一批灯龙宝宝。侠士们可以通过节日活动获得的【梅良玉签】在各大主城活动区的“马莉颖”处购买【灯龙宝宝】。节日商人“元翔人”处有出售《龙言乱语》，书内详细记载了操作宠物龙的相关指令。			      春节活动除了各种好玩的，好看的以外，还有很多称号和成就。侠士们千万不要错过了哦！！\n      如果侠士们对春节活动中有不明了的地方，可登录官网新春专题进行了解。
240	介绍								
241	介绍		ui\Image\Helper\2012情人节.tga						相伴江湖\n      与知己执手共聚，畅游江湖。《新剑网3》为侠士们准备了一场为期三天的活动，以增添乐趣。\n      活动时间：维护后-2012.2.16早7点。\n      活动地点：各大主城活动区及万花落星湖。\n      参与等级：20级及以上侠士\n      活动奖励：五级五行石、提升战斗力的增益效果及协助挑战团队秘境的物品。
242	节日任务		ui\Image\Helper\2012情人节2.tga	在各大主城活动区或者万花谷内寻找到“苏水心”，她将会给予你任务。	ui\Image\Helper\2012情人节1.tga	侠士们可在万花谷落星湖附近找到苏水心接取日常任务“执手引灯”，为知己燃放一盏暮翠朝红桃花灯。完成任务可获得五行石·火（五级）及【宇晴的月季花】等奖励哦。			注意事项：\n      1、需组队状态下在万花谷“宇晴”附近为好友燃放花灯。\n      2、系统会随机抽取燃放花灯的信息并公布于世界频道。\n      3、【宇晴的月季花】为可交易物品。\n      4、完成任务时会清除“神行千里”的调息时间。
243	节日奖励		ui\Image\Helper\2012情人节4.tga	收集齐5朵【宇晴的月季花】后，可鼠标右键点击获得一朵【陈月喜爱的月季花】。	ui\Image\Helper\2012情人节5.tga	在荻花圣殿、龙渊泽、和荻花洞窟团队秘境中使用【陈月喜爱的月季花】可召唤出“陈月”，她会给予侠士们强力阵法道具“情比金坚”、“深情厚谊”来协助挑战。陈月给予的阵法物品，需要秘境团队中必须有好友，阵法才可激活。	ui\Image\Helper\2012情人节3.tga	“情比金坚”阵法下使用【化情】可增加会心几率，且与异性好感度越高，阵法效果越高。“深情厚谊”阵法下使用【化谊】可增加气血值，且与同性好感度越高，阵法效果越高。并且效果可与门派阵法效果叠加。	
244	介绍								
245	介绍		ui\Image\Helper\南屏昆仑之役.tga						南屏昆仑之役\n      恶人谷与浩气盟之间的激战由来已久,为了获取战略上的优势，逆转现时的颓势，谷主王遗风授意莫雨率领精锐手下悄然赶赴南屏山对浩气盟据点发起猛烈攻击;而盟主谢渊亦派出可人率领盟中精锐进攻恶人谷在昆仑的据点，瞬时爆发了连场激战!\n活动时间：每周二和周四开启。\n参与等级：80级中立侠士可参与战役筹备阶段活动。80级阵营侠士可参与筹备和进攻阶段活动。
246	筹备阶段		ui\Image\Helper\南屏昆仑之役1.tga	恶人谷莫雨率众人行军至南屏山，而浩气盟可人也带领浩气大军抵达昆仑，双方开始筹备进攻需要的粮草辎重。阵营侠士可在自身阵营的营地处的调度使和调度副使处接取任务为所在阵营筹备物资。	ui\Image\Helper\南屏昆仑之役6.tga	中立侠士可在南屏山和昆仑驿站处的隐元会使者和副使处接取任务。若在南屏山交任务则为恶人谷增加战力；若在昆仑交任务，则为浩气盟增加战力。			南屏昆仑之役\n      筹备阶段：活动开启当日10：00-22:00；\n      提示：\n      筹备阶段的所有任务在活动开启当日10:00-次日7:00都可以接交，但是只在筹备阶段才影响战力（粮草）值。\n      在筹备阶段，龙昊（浩气盟）和毕伽叔（恶人谷）将各自携带4个日常任务出现在南屏、昆仑的阵营营地，完成任务将可获得丰厚的奖励！
247	进攻阶段		ui\Image\Helper\南屏昆仑之役4.tga	活动开启当日22:00-23:00为活动进攻阶段。莫雨和可人将在此时分别率领12名护卫向敌方营地发起进攻，阵营侠士一方面需保护本方阵营首领推倒敌方大旗，另一方面还需阻止敌方首领的进攻。筹备阶段筹集到的“战力”将决定首领及护卫的实力，“战力”越强实力也会更强。	ui\Image\Helper\昆仑南屏之役2.tga	获胜规则：1、提前攻下敌方大旗的一方为胜利方。2、在进攻阶段，成功击败敌方阵营首领，则可立即胜利。3、活动结束，双方均未攻下大旗或是击败首领，则以击杀敌对阵营人数较多的一方为胜利方。	ui\Image\Helper\昆仑南屏之役3.tga	侠士们可通过活动获得丰厚的威望、战阶及金钱奖励。	
248	默认首页								
249	介绍		ui\Image\Helper\2012清明.tga						      我朝玄宗皇帝曾诏令天下“寒食上墓”，后因寒食清明先后紧相连，故百姓将之合而为一。近日来大家都在准备祭祀之物，田野道路，士女遍满，皂隶佣丐，皆得父母丘墓。清明时节常有踏青、郊游等活动，侠士们若有兴趣，就赶快参加吧！\n      活动时间：2012.3.29早7点-2012.4.12早7点\n      参与条件：20级及以上侠士。
250	节日任务		ui\Image\Helper\七夕节日大使.tga	四大主城城门口处的“节日大使”将会指引侠士们参与清明活动，还可在其处了解清明习俗哦。	ui\Image\Helper\2012清明1.tga	在四大主城活动区的侠士们可找到来自杏花村的小夏亦，可以从他那里接取很多节日任务哦。	ui\Image\Helper\2012清明2.tga	扬州和成都城，小夏亦所在位置。	
251	节日奖励		ui\Image\Helper\2012清明节5.tga	挂件“暮春寒”，侠士们可在挖宝过程中得到“柳枝”和“布条”，搜集达到需求数量后，完成“谁作轻鸢壮远观”任务便可兑换了。	ui\Image\Helper\2012清明节3.tga	活动期间，侠士们在寻宝时有几率会遇到凶恶的醉猿，击败它可是有机会获得250品的紫色戒指。	ui\Image\Helper\2012清明节4.tga	需要提醒各位侠士的是，醉猿需要至少三人组队方能进行攻击哦。	
252	默认首页								
253	介绍		ui\Image\Helper\2012烛火燎天.tga						烛火燎天\n\n      最新资料片“烛火燎天”震撼开测！\n      全新“飞檐走壁”轻功开启3D武侠轻功时代！全新资料片将开启“烛龙殿”秘境、五大掌门被囚史诗剧情、名剑大会新场景“大漠楼兰”、加入投石车的全新攻防PVP模式，侠士们期待已久的“外观系统”。\n      各种新内容等待侠士们的体验！
254	外观系统		ui\Image\Helper\2012衣柜1.tga	《剑网3》“烛火燎天”为侠士们开启“外观系统”，诸位侠士将体验全新“外装”展现模式！心仪外观需先到各大主城的“黄字零壹零”处进行保存，保存到外观界面后，即可随心所欲搭配了。	ui\Image\Helper\2012衣柜2.tga	外观界面可由人物属性界面中的“外观”按钮进行点开，你可在此界面中寻找到已购买的装备、发型和脸型，并进行搭配预览，满意后点击“保存形象”即可。	ui\Image\Helper\2012衣柜3.tga	此次隐元会推出多款新脸型和发型，欢迎侠士们的选购。	
255	默认首页								
256	充值抽奖		ui\Image\Helper\2012充值1.tga	1、活动时间：2012.4.16早8点-2012.5.7早7点。\n2、领取激活码时间：2012.4.16早8点-2012.6.7中午12点。\n3、激活码兑换有效期：2012.4.16早7点-2012.6.7中午12点。	ui\Image\Helper\2012充值2.tga	此次活动，充值区间共分为五档，充值金额累计满60元以上即可获得礼品，累计金额不同可获得的礼品不同。《剑网3》为侠士们准备了丰厚的礼品：背部挂件【果萌萌】、永久跟随的孔明灯、还有小米和各种奖品的抽奖机会，礼品多多，不容错过！具体规则请关注官网专题。	ui\Image\Helper\2012充值3.tga	注意事项：充值金额，包括交易行购买的通宝所兑换的时间。充值后侠士们会先获得对应礼品的激活码，需要进入游戏找“黄字零零玖”进行兑换。20级及以上侠士才可兑换，且同类礼品每个角色只可兑换一次。	
257	全新轻功		ui\Image\Helper\2012飞檐走壁1.tga	全新轻功“飞檐走壁”模式开启3D武侠轻功时代！通过独特的组合键方式，人物将能够在90度竖直的墙面上实现侧跑、踏墙、翻跃、挂臂等一系列自由操作。	ui\Image\Helper\2012飞檐走壁2.tga	“飞檐走壁”轻功通过双击“W”疾跑后自动开启，持续按住“W”可以通过踩踏地面或者空中飞越等方式上墙奔跑，镜头朝向决定墙上疾跑的方向。若此时松开“W”人物将进入挂臂悬停状态（持续消耗气力值），如果想要继续疾驰，单击“W”即可。	ui\Image\Helper\2012飞檐走壁3.tga	八大门派各有不同的步态，如纯阳轻功单手持剑，尽显飘逸本色；天策长枪拖地，威武霸气；七秀步伐轻盈，最为灵动。	
258	全新秘境		ui\Image\Helper\2012烛龙殿1.tga	进入烛龙殿前，侠士们可至主城门口处的“慕容烛”处接取指引任务“剑气已冲霄”。	ui\Image\Helper\2012烛龙殿2.tga	“烛龙殿”位于黑龙沼的西边，侠士们打开地图，便可看到秘境入口的标识。	ui\Image\Helper\2012烛龙殿3.tga	全新“烛龙殿”秘境隐藏世界、五大掌门被囚史诗级剧情。全新的首领等待侠士们的挑战，全新的装备等待侠士们的收入囊中。	
259	全新竞技		ui\Image\Helper\2012阵营战1.tga	全新阵营攻防PVP模式将开放，“阵营首领战”将由浩气盟盟主谢渊/恶人谷谷主王遗风亲自挂帅征战，并首次向世人展现各自的武学奥义，同时七星七恶等多位武学传奇人物全面登场，战场杀神威力无比的“投石车”也将全面加入战斗！	ui\Image\Helper\2012阵营战2.tga	兵马未动粮草先行！在《剑网3》全新“阵营首领战”开启时，为了取得战斗的胜利，浩气盟和恶人谷两大阵营需要提前筹备战争资源投入战斗，同时双方首领将根据诸位侠士在南屏、昆仑之役的收集的资源数量，具备一定的战力技能增幅			全新阵营攻防战\n      “战争之神”咆哮出场投石战车重装上阵。阵营攻防战将为各位侠士带来诸多神秘的奖励，其中获胜阵营表现突出的侠士将获得“特殊称号”，此神秘称号将赋予侠士强大的属性呦！\n全新竞技场\n      全新竞技场“大漠楼兰”为所有侠士倾力打造媲美武侠电影中的战斗场景，让侠士们感受极致逼真的武侠世界！更有全新竞技场装备等你拿！\n      详细介绍请查看官网专题。
260	武林事件		ui\Image\Helper\2012武林事件1.tga	侠士们可在九州风云牌处接到任务“游历瞿塘采仙草”后，找到瞿塘峡的冷馨兰开启，使用轻功采集分散在白帝城崖壁上的草药。时间越短、采到草药越多，得分越高。此活动全天开启，仅限60级及以上侠士参与。采集到全部月影菇方可完成任务，获得金钱、宝箱。	ui\Image\Helper\2012武林事件2.tga	活动过程中，采集酒壶和七窍返心枝后会回复大量气力值，并在接下来一段时间内增加气力值回复速度，但有一定几率惹上蜜蜂，被蜜蜂缠上10秒，会加快气力值的消耗。任务进行中时，是不会摔伤的哦！	ui\Image\Helper\2012武林事件3.tga	门派打坐时间：每天12:00-14:00 ，18:00-20:00 ，23:00-1:00。期间，每隔一段时间，掌门会有几率随机给一位打坐的弟子传功，被传功者将获得45000修为；未满级弟子还可获得大量阅历哦。侠士们还可至门派或主城的九州风云牌处接取日常任务来获得大量的金钱和监本印文。	
261	默认首页								
263	师徒传承		ui\Image\Helper\亲传师徒2.tga	成为亲传弟子后，只要完成"大战"系列日常任务、"聚义黑龙破苍穹"威望日常任务或"剑试天下"阵营周常任务，系统将会邮寄给你的"亲传恩师"帮贡、侠义值等丰厚奖励。	ui\Image\Helper\亲传师徒.tga	找到"敬师堂"的"沈从恩"等人,可以切换本帐号的亲传师徒状态。满80级的角色可以选择"出师"或者"直接成为亲传恩师"，成为"亲传恩师"之后侠士便可招收自己的弟子了。	ui\Image\Helper\2012师徒3.tga	师徒传承：师父可赠送徒弟传家装备，增加自身薪火点。抽奖活动期间师父薪火点达到500，可获得一次抽奖机会，到达1000，可获得两次抽奖机会，每个帐号最多可获得两次抽奖机会。	
264	全新装备		ui\Image\Helper\2012pve1.tga	1、10人烛龙殿可获得全新265品紫色装备。\n2、25人烛龙殿可获得全新280品紫色套装。\n3、积累侠义值可兑换全新290品紫色装备。	ui\Image\Helper\2012pvp1.tga	1、积累威望、提升战阶等级可兑换全新280品紫色战阶套装。\n2、积累威望和名剑币、提升名剑队等级可兑换全新295品紫色名剑套装。	ui\Image\Helper\2012pve2.tga	黄沙百战穿金甲，不破楼兰终不还！全新装备不仅可助各位侠士在风起云涌的江湖中尽展英姿，更能凭借其精良的属性江湖称霸！	
